Age,Flight Distance,Gender,Customer Type,Type of Travel,Class
69,3353,0,1,0,Eco Plus
68,2093,0,1,0,Eco
31,2414,0,1,1,Business
16,1855,0,1,0,Eco
28,1743,1,1,1,Business
12,1875,1,1,0,Eco
35,1375,1,1,1,Eco
31,1774,0,1,0,Eco
24,1617,0,0,1,Eco
23,4351,1,1,1,Business
39,1677,1,0,1,Business
30,3449,1,1,1,Business
44,3611,0,1,1,Business
58,320,1,1,0,Eco
53,2758,1,1,1,Business
23,2018,1,1,0,Eco
43,2551,0,0,1,Eco
70,3452,1,1,1,Business
46,98,1,1,0,Eco
52,2378,0,1,1,Eco Plus
57,2149,1,1,1,Business
44,2282,1,1,1,Business
46,2139,0,1,0,Eco
55,1468,0,1,1,Eco
42,3460,0,1,1,Business
59,1076,1,1,1,Eco
21,3079,1,1,0,Eco
22,1493,1,0,1,Eco
63,2793,0,1,0,Eco
32,1497,0,1,0,Eco
48,3007,1,1,1,Business
34,95,1,1,1,Business
29,2115,0,1,1,Eco
40,2183,0,0,1,Eco
19,1858,0,1,0,Eco Plus
21,2229,1,0,1,Eco
48,3191,0,1,1,Business
38,1290,1,1,0,Eco
20,2242,1,1,0,Eco
55,860,0,1,1,Business
20,2238,1,0,1,Eco
17,2420,0,0,1,Eco
59,1381,0,0,1,Business
49,581,0,1,1,Business
56,303,1,1,1,Business
46,2123,0,1,1,Eco
37,282,1,1,1,Business
25,3094,1,0,1,Eco Plus
30,1158,1,1,0,Eco Plus
59,565,1,1,0,Eco
32,1279,0,0,1,Eco Plus
34,2615,0,1,1,Business
18,1662,1,1,0,Eco
49,682,0,1,1,Business
58,696,0,1,1,Business
57,3338,0,1,1,Business
40,1162,0,1,0,Eco
50,802,1,1,1,Eco
49,2357,0,1,0,Eco
42,1903,0,0,1,Business
42,3157,0,1,1,Business
61,294,1,1,0,Eco
29,1984,1,1,0,Eco
25,2201,0,1,1,Business
39,2363,0,1,0,Eco
31,4957,0,1,1,Business
16,2488,1,1,0,Eco
54,2251,0,1,0,Eco Plus
45,1347,0,1,1,Eco
59,725,1,1,0,Eco
26,1965,0,1,0,Eco
50,2994,0,0,1,Business
11,3876,1,1,1,Business
70,3440,0,1,0,Eco
48,2293,1,1,1,Business
64,2097,0,1,0,Eco
37,1549,1,0,1,Eco
27,966,1,0,1,Eco
57,1885,0,1,0,Eco
30,2443,0,1,0,Eco Plus
28,2312,0,1,0,Eco
27,5060,0,1,1,Business
22,2875,0,1,1,Eco
35,2970,1,1,1,Business
44,66,0,1,1,Business
47,2145,0,0,1,Eco
50,1952,0,0,1,Eco
24,1605,1,0,1,Eco
8,1402,0,1,0,Eco Plus
56,1166,1,1,1,Eco
69,1980,0,1,0,Eco
54,2420,0,1,0,Eco
44,778,0,1,1,Business
41,695,0,1,1,Business
59,1883,0,1,1,Eco
32,1876,1,0,1,Eco
25,1777,0,1,1,Eco
57,690,0,1,1,Business
37,1637,1,0,1,Eco Plus
34,2432,1,1,0,Eco
48,413,1,1,1,Business
41,2960,0,1,1,Business
51,1254,0,1,0,Eco
30,2694,0,1,1,Business
50,443,0,1,1,Business
52,351,1,1,0,Eco
29,3621,0,1,1,Business
35,1633,1,1,1,Business
14,1345,1,1,0,Business
36,2364,1,0,1,Eco
44,1955,1,1,1,Business
45,2408,1,0,1,Business
37,1361,0,1,0,Eco
21,1779,1,0,1,Eco
44,2305,0,1,0,Eco
35,2483,0,1,1,Business
42,1535,0,1,0,Eco
26,4512,1,1,1,Business
24,2199,0,0,1,Business
47,611,1,1,0,Eco Plus
20,987,1,0,1,Eco
31,2130,0,1,0,Eco
39,2815,0,1,0,Eco
52,1635,1,1,1,Business
11,2140,0,1,1,Business
58,338,1,1,1,Business
65,934,1,1,0,Eco
36,3160,1,1,1,Business
45,546,1,1,0,Eco
14,2435,0,1,0,Business
28,2147,1,0,1,Business
60,1579,0,1,0,Eco
40,2109,0,0,1,Eco
54,357,1,1,1,Eco
48,1817,0,1,1,Eco
29,2067,1,0,1,Eco
65,1525,0,1,0,Eco
19,875,1,1,0,Eco
52,1602,0,1,0,Eco
43,1259,1,1,1,Business
40,2950,0,1,0,Eco
67,481,1,1,0,Eco
40,510,1,1,1,Business
62,1286,0,1,0,Eco
54,4034,1,1,1,Business
23,2654,0,0,1,Eco
39,1925,0,1,1,Eco
45,316,0,1,0,Business
52,3709,1,1,1,Business
41,1910,0,1,1,Business
12,2419,0,1,0,Eco
13,2438,1,0,1,Eco
65,266,1,1,0,Eco
27,5130,1,1,1,Business
30,2426,1,0,1,Eco Plus
29,3543,0,1,1,Business
13,2533,1,0,1,Business
46,3064,1,1,1,Business
59,2087,0,1,1,Business
30,2824,1,1,0,Eco
47,414,0,1,1,Business
58,1938,1,1,1,Business
47,3760,1,1,1,Business
59,2489,0,1,0,Eco
35,373,1,1,1,Business
37,1769,1,1,0,Eco
52,248,1,1,0,Eco
17,2530,1,0,1,Eco
54,1627,0,1,1,Business
52,50,0,1,1,Business
59,1208,1,1,1,Business
46,1190,0,1,1,Eco
49,3875,1,1,1,Business
39,1672,1,1,0,Eco
36,2130,0,0,1,Eco
15,1950,1,1,0,Eco
25,2206,1,0,1,Business
70,3736,0,1,1,Business
49,465,1,1,1,Eco Plus
9,2691,0,0,1,Eco
33,2045,0,1,0,Eco
11,2004,0,1,0,Eco
57,1790,1,1,1,Business
59,3782,0,1,1,Business
43,712,1,1,1,Eco
57,2422,1,1,1,Business
29,1906,1,0,1,Business
42,414,0,1,1,Business
47,1508,1,1,1,Business
35,1880,0,1,1,Eco Plus
25,1295,0,0,1,Eco
31,2142,1,1,0,Business
36,1005,1,1,0,Business
60,512,0,1,1,Business
20,1762,1,0,1,Eco
53,2453,1,1,1,Business
28,1298,1,1,0,Eco
50,2303,1,1,1,Business
23,1926,1,0,1,Business
12,2964,0,0,1,Eco
21,1991,1,0,1,Eco
31,4462,0,1,1,Business
27,4413,1,1,1,Business
10,2083,0,1,0,Eco
26,3032,1,1,0,Eco
42,2638,0,1,1,Business
54,425,0,1,1,Business
62,75,1,1,1,Eco
29,2816,0,1,0,Eco
61,351,1,1,0,Eco
42,3074,0,1,1,Business
25,4194,0,1,1,Business
47,340,1,1,1,Business
69,1042,0,1,0,Eco
31,2051,1,1,0,Eco
13,981,1,1,0,Eco
40,2060,1,1,1,Eco
36,1923,1,0,1,Eco Plus
46,3141,1,1,1,Business
24,1614,1,1,1,Eco
56,1569,0,1,0,Eco
17,919,1,1,1,Business
31,1582,0,1,0,Eco
51,93,1,1,0,Eco
65,464,1,1,0,Eco
37,1088,1,0,1,Eco
12,2468,1,1,0,Eco
34,2374,1,1,1,Eco Plus
45,64,1,1,1,Business
63,2307,0,1,0,Eco
47,1789,1,0,1,Business
67,2438,1,1,0,Eco
46,1536,1,1,1,Business
40,1842,1,1,1,Eco Plus
85,2460,0,0,1,Eco
50,693,0,1,1,Business
40,1738,1,1,1,Eco
64,78,1,1,0,Eco
64,2912,0,1,1,Eco
65,287,1,1,1,Eco
36,1510,0,1,1,Eco
16,2354,0,1,1,Business
60,1944,0,1,1,Eco Plus
42,2296,1,1,1,Business
60,1376,0,1,0,Eco
57,2700,1,1,1,Business
52,3929,0,1,1,Business
21,2494,0,1,1,Business
9,1380,0,1,0,Eco
42,1721,1,1,1,Business
16,2022,0,1,0,Eco
54,1902,1,1,1,Business
58,335,0,1,1,Business
43,102,1,1,1,Business
38,995,1,1,1,Eco
52,262,0,1,1,Business
32,4470,0,1,1,Business
43,1611,0,1,1,Business
29,4965,1,1,1,Business
33,4261,0,1,1,Business
68,1446,0,1,0,Eco
60,997,1,1,1,Business
56,2134,0,1,1,Business
49,2343,1,1,1,Business
62,1333,0,1,0,Eco
46,2480,0,1,1,Eco Plus
58,871,1,1,0,Eco
27,3800,0,1,1,Business
16,1882,0,0,1,Eco
66,463,1,1,0,Eco
24,2271,1,0,1,Eco
13,2337,1,0,1,Eco
68,1780,0,1,0,Eco
63,1477,1,1,0,Eco
54,3307,1,1,1,Business
59,3831,1,1,1,Business
66,1772,0,1,0,Eco
45,871,1,1,1,Business
50,2156,1,1,1,Business
25,1726,1,1,0,Business
39,319,1,1,1,Business
25,1975,1,0,1,Eco
33,2097,1,1,0,Eco
68,1026,1,1,1,Eco Plus
42,2032,0,1,1,Business
62,227,0,1,1,Business
27,2382,1,1,0,Eco
30,1621,1,0,1,Eco
44,1990,0,1,1,Business
22,2169,0,0,1,Eco
56,3122,0,1,1,Business
43,2470,0,1,0,Eco Plus
60,3404,1,1,1,Business
44,1159,0,1,1,Eco Plus
40,546,1,1,1,Business
47,2905,0,1,1,Business
56,2232,1,1,1,Business
70,1937,0,1,0,Eco
65,2013,0,1,1,Business
40,2518,0,1,1,Business
15,1838,0,0,1,Eco
22,829,1,1,0,Eco
60,2408,1,1,1,Business
22,1848,1,1,1,Business
36,922,0,1,1,Business
37,2983,1,1,1,Business
18,995,0,1,0,Eco
36,2205,0,1,0,Eco
37,1303,0,1,0,Eco
70,1849,0,1,0,Eco
16,2522,0,0,1,Business
25,2236,1,0,1,Eco
64,335,1,1,0,Eco
41,1772,1,1,0,Eco
35,987,0,1,1,Business
54,2930,0,1,1,Business
58,1531,1,1,1,Business
36,2625,1,1,1,Business
54,983,1,1,0,Eco
24,2039,1,0,0,Eco
68,1792,1,1,0,Eco
53,2317,0,1,1,Business
50,370,1,1,0,Eco
44,462,1,1,0,Eco
52,3871,0,1,1,Business
31,1798,1,1,1,Business
39,813,0,1,1,Business
23,1173,1,0,1,Eco
27,1113,0,0,1,Business
25,1305,1,1,1,Eco Plus
17,991,1,1,0,Eco
45,115,1,1,1,Business
35,2467,1,0,1,Eco
9,2140,0,1,0,Eco
58,3410,1,1,1,Business
20,2623,1,1,1,Business
61,2891,0,1,1,Business
27,2640,0,0,1,Business
57,447,1,1,1,Business
39,1841,0,1,1,Eco
68,71,1,1,0,Eco
31,1398,1,1,1,Eco
64,1801,1,0,1,Eco
57,868,1,1,0,Business
21,1963,0,1,0,Eco
51,3313,1,1,1,Business
23,1173,0,1,0,Eco
17,2283,1,0,1,Eco
36,1324,0,0,1,Eco
49,408,0,1,1,Business
43,81,1,1,1,Eco Plus
46,1878,1,1,1,Business
42,1429,1,1,1,Business
64,2411,0,1,1,Eco
27,3057,0,1,1,Eco
65,2190,0,1,0,Eco
50,264,1,1,1,Business
38,2019,1,1,0,Eco Plus
41,3816,1,1,1,Business
27,3697,1,0,1,Business
60,676,1,1,0,Eco
27,1676,1,1,1,Eco Plus
35,1834,0,1,1,Eco
55,468,1,1,0,Eco
34,2124,1,1,0,Eco
35,3632,0,1,1,Business
55,110,1,1,1,Eco
27,1288,1,0,1,Eco
39,1929,0,1,1,Business
53,651,1,1,1,Business
58,800,1,1,0,Eco
30,2480,1,1,1,Business
27,1907,1,0,1,Business
60,2615,0,1,0,Eco
22,2423,0,0,1,Business
58,1764,1,1,1,Business
50,2637,0,1,1,Eco
53,212,1,1,0,Eco
46,1735,1,1,1,Business
45,2030,0,1,1,Eco
53,2171,1,1,1,Business
23,2539,0,0,1,Eco
45,4001,1,1,1,Business
66,1826,0,1,0,Eco
19,1479,0,1,0,Eco
58,1013,0,1,0,Eco
55,3904,0,1,1,Business
48,873,1,1,0,Eco Plus
57,1497,0,1,1,Business
16,1562,1,1,0,Eco
13,3255,1,1,0,Eco
49,1349,0,1,0,Eco
40,2667,1,1,1,Business
35,1255,0,1,1,Eco
64,1708,0,1,0,Eco
25,1612,1,1,1,Business
17,2511,0,1,0,Eco
56,100,1,1,0,Eco
16,2512,0,1,0,Eco
52,58,0,1,1,Business
29,1820,1,1,0,Eco
42,1962,1,1,1,Business
25,1890,1,1,1,Eco
63,3553,1,1,1,Business
31,1635,1,1,1,Eco Plus
25,2934,1,1,1,Business
22,3283,0,1,1,Business
26,1949,1,0,1,Eco Plus
23,2058,1,0,1,Eco
37,1336,1,1,1,Eco
28,3973,1,0,1,Business
39,1816,0,1,1,Business
43,1713,0,1,1,Business
60,2184,0,1,1,Business
29,2345,0,0,1,Eco
48,2583,0,1,0,Eco
46,991,1,1,1,Eco Plus
66,607,1,1,0,Eco
26,1078,1,0,1,Eco
79,1869,0,1,1,Eco Plus
67,1978,0,1,0,Eco Plus
37,1851,0,1,1,Eco Plus
39,2395,0,1,1,Eco
52,4540,0,1,0,Business
57,3471,1,1,1,Business
15,2607,1,1,0,Eco
61,2148,0,1,0,Eco
18,1480,1,0,1,Eco
43,2364,0,1,1,Eco
18,3432,0,1,0,Eco Plus
29,1539,0,1,1,Eco
16,2274,0,1,0,Eco
16,2274,1,1,1,Eco
42,3059,0,1,1,Business
59,351,1,1,0,Eco
9,1015,0,1,0,Eco
41,1594,0,1,0,Eco
27,2252,1,0,1,Eco Plus
37,1242,1,0,1,Eco
47,1862,1,1,1,Business
56,1231,1,1,1,Eco
59,1556,1,1,1,Business
59,2115,0,1,0,Eco
59,3661,1,1,1,Business
43,1943,0,1,0,Eco
57,110,1,1,0,Eco
46,2914,0,1,1,Business
48,3527,0,1,1,Business
38,1166,0,1,1,Business
50,3653,0,1,1,Business
36,342,0,1,1,Business
57,3841,1,1,1,Business
55,1068,1,1,1,Business
71,3652,1,1,1,Business
30,3437,0,1,1,Business
59,1116,0,1,1,Business
31,2295,0,1,1,Business
43,907,1,1,0,Eco
29,2532,1,1,1,Eco
50,2567,1,0,1,Eco
38,2212,0,1,1,Eco
7,3392,1,1,0,Eco
24,2182,0,1,0,Eco
52,3597,1,1,1,Business
41,2379,1,1,1,Business
24,1856,0,1,0,Eco
63,356,1,1,0,Business
45,2003,0,0,1,Business
42,58,1,1,1,Eco
67,1219,1,1,0,Eco
56,2928,1,1,1,Business
37,1560,1,1,1,Business
49,120,1,1,1,Business
29,1544,0,1,0,Eco
53,324,0,1,1,Business
69,563,1,1,0,Eco
57,1320,0,1,0,Eco
48,887,1,1,1,Eco
30,4408,0,1,1,Business
44,2682,0,1,1,Business
31,2741,1,1,1,Business
57,366,1,1,1,Business
22,2141,1,1,1,Eco
24,2523,1,1,0,Eco
41,1137,0,1,1,Eco
41,1437,1,1,1,Business
48,330,1,1,0,Business
38,1985,0,0,1,Business
24,1605,1,0,1,Business
36,1840,0,1,0,Eco
33,3278,0,1,1,Business
41,401,1,1,1,Business
8,2222,0,1,0,Eco Plus
7,1588,0,1,0,Eco
41,1941,1,1,1,Business
25,2438,0,1,1,Business
47,1022,0,1,1,Business
44,1387,0,1,1,Eco Plus
56,3658,1,1,1,Business
58,1627,0,1,1,Eco Plus
44,1802,1,0,1,Business
59,2520,0,1,0,Eco
31,1581,0,1,1,Eco
12,2108,0,1,0,Eco
23,3297,0,1,0,Eco
25,1985,1,1,1,Eco
65,268,1,1,0,Eco
49,627,1,1,0,Eco
45,2724,1,1,1,Business
22,5510,1,1,1,Business
7,1950,1,0,1,Eco Plus
28,3559,1,0,1,Business
45,470,1,1,1,Business
44,2066,0,1,0,Eco
53,255,1,1,1,Business
47,1335,0,0,1,Business
22,2344,1,0,1,Eco
58,346,1,1,1,Business
17,3246,1,1,1,Business
36,2167,0,1,0,Eco
72,3113,0,1,1,Eco
31,4085,0,1,1,Business
53,3852,0,1,1,Business
23,2167,0,1,0,Eco
19,2039,0,1,1,Business
45,1026,1,1,1,Business
26,1585,1,1,0,Eco
60,735,0,1,1,Business
44,3645,1,1,1,Business
57,3860,1,1,1,Business
37,1362,1,1,0,Eco
46,633,1,1,1,Eco
40,1756,1,0,1,Business
59,329,1,1,0,Eco
63,2741,1,1,0,Eco Plus
49,671,1,1,1,Eco
40,2053,1,1,1,Eco
64,315,0,1,0,Business
44,1920,0,1,1,Business
20,1122,0,1,0,Eco
25,3749,0,1,1,Business
54,824,1,1,1,Eco
49,1758,0,1,0,Eco
41,90,0,1,1,Business
14,1357,0,1,0,Eco
24,3223,0,1,1,Business
24,3821,1,1,1,Business
63,2497,0,1,0,Eco
30,2108,0,0,1,Eco
40,2116,1,1,1,Business
25,3361,0,1,0,Eco
57,431,1,1,1,Eco Plus
70,2123,1,1,1,Business
35,1413,1,1,0,Eco Plus
25,1421,1,0,1,Eco
59,2013,0,1,0,Eco
36,1833,1,0,1,Eco
33,2627,1,1,1,Business
46,472,1,1,0,Business
46,2021,1,1,1,Business
8,2191,1,1,0,Eco
58,76,1,1,1,Eco Plus
60,340,0,1,1,Business
55,2931,0,1,1,Business
44,2189,0,1,1,Business
56,3838,0,1,1,Eco Plus
9,2614,0,1,0,Business
52,921,0,1,1,Business
42,2441,0,1,0,Eco
60,1183,1,1,0,Eco
52,483,1,1,0,Eco
59,51,1,1,1,Eco
38,3280,0,1,1,Business
46,4004,0,1,1,Business
34,1553,1,1,1,Business
44,218,1,1,1,Eco
19,3080,1,1,0,Eco
29,1910,1,0,1,Eco
58,2507,1,1,1,Business
12,4337,0,1,1,Business
68,2488,1,1,0,Eco
50,1753,1,1,1,Business
28,3200,0,0,1,Eco
25,2201,0,0,1,Business
45,2364,0,1,0,Eco Plus
60,1866,0,1,1,Eco Plus
62,387,1,1,0,Business
36,1419,0,1,0,Eco
41,1083,0,1,1,Business
41,2510,0,1,1,Business
31,3243,0,1,1,Business
29,2225,1,1,0,Eco
14,5280,1,1,1,Business
37,2662,1,1,1,Business
47,495,1,1,0,Eco
57,148,1,1,0,Eco
45,1012,1,1,1,Business
31,2539,1,0,1,Eco
17,1417,0,0,1,Business
39,268,0,1,1,Business
48,89,1,1,1,Eco
30,4908,1,1,1,Business
43,603,1,1,1,Eco
47,1410,0,1,1,Business
51,2497,0,1,1,Business
31,3033,0,1,1,Business
29,2554,1,0,1,Business
40,2350,1,1,1,Eco
34,3315,1,1,1,Eco
59,419,1,1,0,Eco
24,1141,1,0,1,Eco
67,648,0,1,0,Business
39,1470,0,1,1,Eco
47,1965,0,1,0,Eco Plus
52,978,0,1,1,Business
64,2112,0,1,0,Eco
31,2486,0,1,0,Eco
58,2346,0,1,1,Business
37,2303,1,1,0,Eco
42,349,1,1,0,Eco
41,606,1,1,1,Business
9,4189,1,1,0,Eco
34,2723,1,0,1,Business
36,1579,1,1,0,Eco Plus
68,2260,0,1,1,Eco
41,1562,1,1,1,Business
54,1343,1,1,0,Eco
49,1712,0,1,1,Business
18,1677,1,1,0,Eco
22,5421,1,1,1,Business
24,2202,1,0,1,Eco
53,1920,1,1,1,Business
59,3163,1,1,1,Business
27,1326,1,0,1,Eco
62,3552,0,1,0,Eco
67,2481,0,1,0,Business
49,2277,1,0,1,Business
32,3653,0,1,1,Business
40,2467,0,1,1,Business
27,1595,1,0,1,Business
14,2267,1,1,0,Eco
48,1323,0,1,0,Eco
39,1812,0,0,1,Eco
38,1902,1,0,1,Business
7,2227,0,1,0,Eco Plus
49,1401,0,1,0,Eco
38,1516,1,0,1,Business
41,896,1,1,0,Eco
46,3378,1,0,1,Business
15,1678,0,1,0,Eco
40,2535,0,1,1,Business
59,1680,0,1,0,Eco
62,2715,0,1,0,Eco
47,2929,0,1,1,Business
56,3676,0,1,1,Business
28,1905,0,1,0,Eco
41,2720,0,0,1,Business
26,3873,1,1,1,Business
17,1845,0,0,1,Eco
34,3164,1,0,1,Business
48,1059,0,1,0,Eco Plus
23,1951,1,1,0,Eco
9,2143,1,1,0,Eco Plus
28,3612,1,1,1,Business
41,3833,0,1,1,Eco
35,1621,0,1,0,Eco
42,962,0,1,1,Business
50,1857,1,1,1,Business
22,1752,1,0,1,Eco
31,1959,1,1,0,Eco
41,3777,0,1,1,Business
25,2687,1,1,1,Business
44,1630,1,1,1,Business
48,221,0,1,1,Business
20,1941,1,1,1,Eco Plus
46,1762,0,1,0,Eco
48,1448,0,0,1,Eco
36,1408,1,0,1,Eco
34,1595,1,1,1,Eco
27,4349,1,1,1,Business
45,937,1,1,1,Business
49,3235,1,1,1,Business
35,1658,0,0,1,Business
39,942,0,1,1,Business
22,1499,0,1,0,Eco
49,354,1,1,1,Business
25,2916,0,1,0,Eco
38,1284,0,0,1,Eco
44,1581,0,1,1,Eco
18,1892,0,1,0,Eco
29,2448,1,1,0,Eco
41,94,0,1,1,Business
56,2701,0,1,1,Business
43,3212,0,1,1,Business
53,473,1,1,1,Business
43,2010,1,0,1,Business
39,1078,0,1,1,Business
26,2608,0,1,1,Business
42,1725,1,1,0,Eco
17,1199,1,0,1,Business
57,2531,0,1,1,Business
53,248,1,1,1,Eco
25,2699,1,1,0,Business
39,1904,0,1,1,Eco
53,568,1,1,1,Eco
42,1097,1,1,1,Business
32,2582,0,1,1,Business
44,2491,0,1,1,Business
22,2025,0,1,1,Business
51,326,1,1,0,Eco
59,2201,1,1,1,Business
56,1657,0,1,1,Business
57,228,0,1,0,Business
27,2059,0,0,1,Business
37,1345,1,0,1,Eco
48,1855,1,1,1,Business
52,1253,0,1,1,Business
26,2096,1,0,1,Business
50,2110,0,1,0,Eco
36,1675,1,0,1,Eco
25,2518,1,1,1,Business
16,3614,0,1,1,Business
38,1903,1,0,1,Eco
46,1874,1,1,1,Eco Plus
45,1095,1,1,1,Eco
53,1571,0,1,1,Business
26,1834,1,0,1,Business
43,244,1,1,0,Eco
59,726,1,1,1,Eco
23,2940,0,1,1,Business
68,96,1,1,0,Eco
51,2471,0,1,1,Business
50,3422,0,1,1,Business
36,2080,0,0,1,Business
34,473,1,1,1,Business
22,3738,1,1,1,Business
17,1558,1,1,0,Eco
41,1469,0,1,0,Eco Plus
17,3932,0,1,0,Eco
10,1863,1,1,0,Eco Plus
51,3560,1,1,1,Business
38,1290,1,1,0,Eco Plus
57,698,1,1,0,Eco
47,1795,1,1,0,Eco Plus
27,954,1,0,1,Eco
29,2437,0,0,1,Eco
24,2116,0,1,0,Eco
37,4003,0,1,1,Business
39,1804,0,0,1,Business
33,1705,0,1,1,Business
45,1779,0,1,1,Business
23,1982,1,0,1,Eco
41,1640,1,1,0,Eco
52,1006,0,1,1,Business
15,4072,1,1,0,Eco
48,1868,0,0,1,Eco
52,1746,0,1,1,Business
38,1126,0,1,0,Eco
71,651,1,1,1,Eco Plus
37,1475,1,1,0,Eco
22,1899,0,0,1,Eco
50,2405,0,1,0,Eco Plus
37,1991,0,1,1,Eco
28,1681,1,1,1,Eco
41,2505,1,1,1,Business
14,968,1,1,0,Eco
16,1820,0,0,1,Eco
56,1000,1,1,1,Business
48,3619,0,1,1,Business
42,2889,0,1,1,Eco
13,2464,1,0,1,Eco
32,1230,0,1,1,Eco Plus
67,2938,0,1,0,Eco
25,1259,1,0,1,Eco
59,323,1,1,0,Eco
55,1489,1,1,1,Eco Plus
10,1928,1,1,0,Eco
21,3040,0,1,0,Eco
27,2815,0,0,1,Business
25,2609,1,0,1,Business
45,2391,0,1,0,Eco
78,2003,0,1,1,Eco Plus
9,2267,1,1,0,Eco
51,2519,0,1,0,Eco
22,2267,1,0,1,Eco
33,1662,1,0,1,Business
42,2294,0,1,0,Eco
46,2430,0,1,1,Business
59,1340,1,1,0,Eco
46,1871,0,1,1,Eco Plus
45,85,1,1,1,Eco
32,1976,1,1,1,Eco Plus
45,3614,0,1,1,Business
20,1287,1,0,1,Eco
39,2168,1,1,1,Business
37,1887,1,1,0,Eco
21,1499,1,0,1,Eco
54,3308,1,1,1,Business
27,2122,0,1,1,Eco Plus
44,1936,1,1,1,Business
57,2216,1,1,1,Business
32,2515,1,1,0,Eco
22,1679,0,0,1,Eco
17,1626,1,1,0,Eco
40,3122,0,1,0,Eco
49,2352,1,1,1,Business
54,371,1,1,0,Eco
53,3240,1,1,1,Business
32,4194,1,1,1,Business
52,1832,0,1,0,Eco
24,1891,0,0,1,Eco
8,1602,0,1,0,Eco
44,3390,0,1,1,Business
46,2657,1,1,1,Business
12,2454,1,1,0,Eco
50,91,1,1,0,Eco
15,2072,0,1,0,Eco
7,2930,0,1,0,Eco
37,238,0,1,1,Business
50,951,1,1,1,Business
50,2383,0,1,1,Eco
59,2475,1,1,0,Eco Plus
42,2416,1,1,1,Business
25,2313,1,0,1,Business
41,986,1,1,1,Business
48,2561,1,1,1,Business
30,1477,1,1,1,Eco
49,100,1,1,1,Business
39,1010,1,0,1,Business
32,2236,1,1,1,Business
47,1013,0,1,1,Business
24,3915,1,1,1,Business
44,3990,1,1,1,Business
57,690,1,1,1,Business
50,3683,0,1,1,Business
46,1999,0,1,1,Business
55,2529,1,1,0,Eco
28,2129,0,0,1,Eco
25,1773,0,0,1,Business
58,1864,0,1,1,Business
56,433,0,1,1,Business
59,2521,1,1,1,Business
58,2119,0,1,0,Eco
28,2608,0,0,1,Business
59,3663,0,1,1,Business
39,2214,0,1,0,Eco
56,3218,1,1,1,Business
47,2458,0,1,1,Business
31,3471,0,1,1,Business
32,2603,0,1,1,Business
52,483,0,1,1,Business
35,563,1,1,1,Business
41,3854,1,1,0,Eco
53,418,0,1,1,Business
34,871,1,1,1,Business
45,381,1,1,1,Eco Plus
59,3312,1,1,1,Business
45,2145,0,1,1,Eco
32,4835,1,1,1,Business
14,1752,0,1,0,Eco
55,572,1,1,1,Eco
54,879,1,1,1,Eco
19,2164,1,1,1,Eco
38,1756,0,1,0,Eco
63,1721,1,1,1,Business
23,1893,0,0,1,Business
31,4136,0,1,1,Business
37,1592,0,0,1,Eco
25,802,1,1,0,Eco
46,1644,0,1,1,Eco
36,1965,1,1,0,Eco
36,2450,0,0,1,Eco
29,2572,1,0,1,Eco Plus
41,99,1,1,1,Business
22,1717,1,0,1,Eco
39,3248,1,1,1,Business
23,3651,0,1,1,Business
37,2136,0,1,1,Eco
30,1713,1,1,0,Business
55,1797,0,1,1,Business
43,2250,0,1,1,Business
25,2457,1,0,1,Eco
41,3617,1,1,1,Business
39,2479,1,0,1,Business
46,352,0,1,1,Business
32,1824,0,1,1,Eco
20,2131,1,0,1,Eco
51,628,1,1,1,Eco
25,2473,0,0,1,Eco Plus
50,678,1,1,1,Business
49,2770,0,1,1,Business
28,2476,1,1,0,Business
24,2126,0,1,0,Eco
43,3136,1,1,1,Business
45,2179,0,1,1,Eco
34,2207,1,1,0,Eco
56,2623,1,1,1,Business
39,532,1,1,1,Business
56,3089,1,1,1,Business
27,2911,1,1,1,Business
18,2667,0,1,0,Eco
58,1649,0,1,1,Eco
53,3530,1,1,1,Business
35,327,0,1,1,Business
59,3712,1,1,1,Business
48,3634,0,1,1,Business
49,1599,1,1,1,Business
53,1666,0,1,1,Business
69,2404,0,1,0,Eco
44,2612,0,1,1,Business
23,1387,0,0,1,Eco
20,2107,0,1,0,Eco
16,2474,0,0,1,Business
45,1698,0,1,1,Eco
59,2554,0,1,1,Eco
53,734,1,1,1,Business
45,2567,0,1,1,Business
12,2457,0,0,1,Business
20,1939,0,0,1,Eco
33,2512,1,1,1,Business
34,2025,0,0,1,Business
59,477,0,1,1,Business
32,5396,1,1,1,Business
70,1604,0,1,0,Eco
28,1969,0,1,0,Eco Plus
58,740,1,1,1,Business
46,2804,0,1,1,Business
67,117,1,1,0,Eco
14,1597,1,1,0,Business
32,2443,0,1,0,Eco
33,2183,1,0,1,Business
26,3177,0,1,1,Business
48,731,0,1,1,Business
47,1136,0,1,1,Business
57,1516,0,1,0,Eco
9,1118,0,1,0,Eco
29,1964,1,1,0,Eco
35,2161,1,1,0,Eco
34,1418,0,0,1,Business
29,3449,1,1,0,Eco
51,1027,0,1,1,Business
47,477,0,1,1,Business
24,4002,1,1,1,Business
28,5194,1,1,1,Business
42,4543,0,1,1,Eco
33,1379,1,1,1,Eco Plus
33,2130,0,1,1,Business
27,3404,0,0,1,Business
63,2521,0,1,0,Eco
47,1604,0,1,1,Business
22,3388,1,1,1,Business
58,642,1,1,0,Eco
35,797,1,1,1,Business
47,2502,0,1,1,Business
43,440,1,1,1,Eco
59,702,1,1,1,Eco
26,1802,1,0,1,Business
47,1810,0,1,1,Eco
36,1966,1,1,0,Eco
